ID                  RA_OBJ         DEC_OBJ        Teff           logg       
                    (deg)          (deg)          (k)            (cm/s2) 
TIC 256379705       298.70587      64.721225      4754.0         None           
TIC 138652182       179.221817     61.549212      5060.0         None           
TIC 229452961       294.251946     63.830038      6837.0         None           
TIC 17329905        161.347472     41.307678      7288.0         3.87434006     
TIC 229968409       289.642508     61.789265      6351.0         4.41655016     
TIC 445809684       169.174375     49.476249      4760.33984375  None           
TIC 420110967       290.077207     77.019725      3914.0         4.63659        
TIC 137809671       177.686165     56.854125      5718.72021484  4.56021023     
TIC 150268967       160.856366     44.950516      7933.72021484  4.26787996     
TIC 462575994       232.666874     70.141324      5506.0         4.57244015     
TIC 233615823       283.692911     63.358097      5980.0         4.39457989     
TIC 172532762       143.202345     29.355708      6511.70019531  4.26778984     
TIC 55762489        182.006078     54.864613      5643.0         4.56974983     
TIC 219869224       259.129522     66.183217      7037.0         4.13388014     
TIC 232609078       258.543042     65.011907      3632.0         None           
TIC 230117380       249.499        69.162603      7377.0         None           
TIC 166005292       211.78214      65.763771      4118.0         None           
TIC 166086376       214.535998     62.62991       4456.0         None           
TIC 56938808        172.700632     47.835133      6757.33984375  3.35083008     
TIC 362217413       275.152659     53.676755      5806.0         4.51799011     
TIC 417825716       137.325691     60.313655      5039.0         4.57076979     
TIC 289572269       252.117625     61.95766       7428.0         4.16998005     
TIC 142809647       163.377951     69.853882      4874.0         None           
TIC 287144388       148.763989     61.116124      4903.0         None           
TIC 459761969       136.584564     54.003304      4623.0         None           
TIC 316332568       188.032805     57.457911      4584.06982422  None           
TIC 159299349       230.163411     83.085405      4798.0         None           
TIC 459976473       255.07494      61.487976      8221.0         4.2867198      
TIC 147625288       183.528457     64.067552      6535.0         4.28588009     
TIC 165287194       156.748031     29.675275      6805.0         3.95749998     
TIC 258799357       286.775779     69.145521      None           None           
TIC 141129465       165.680703     57.526083      5723.70996094  4.54967022     
TIC 198386704       257.977837     57.967609      6353.37011719  3.96163011     
TIC 321415130       163.583514     41.14832       4348.58984375  4.43906021     
TIC 309762461       145.381105     59.657888      4574.0         None           
TIC 258872498       288.300643     66.674917      5960.0         4.50609016     
TIC 302632661       136.907346     31.200556      4227.0         None           
TIC 297961454       157.8781       57.0883        None           4.99302006     
TIC 160347202       156.190815     34.030743      4356.0         None           
TIC 26985721        150.418552     19.226057      4774.0         None           
TIC 159511448       248.267632     79.452466      6876.0         4.10304022     
TIC 230061604       229.308796     68.946902      6272.0         4.42908001     
TIC 233192272       226.339484     68.474703      5116.0         None           
TIC 142350121       195.44553      63.610221      6669.0         4.22315979     
TIC 155655210       205.147778     79.942991      4596.0         None           
TIC 341815229       267.419258     54.366002      5089.0         4.44062996     
TIC 21447922        135.419829     39.713517      7178.0         4.03450012     
TIC 368414372       157.564807     31.054057      4730.60986328  None           
TIC 349824271       143.833711     24.512558      5128.12011719  4.59603024     
TIC 459789334       144.483482     55.913417      3903.79003906  None           
TIC 357133721       145.003344     51.52472       4577.0         None           
TIC 232621005       268.382205     56.872646      4510.87011719  None           
TIC 159145410       194.292924     80.364912      5969.0         4.25910997     
TIC 329343467       269.522405     52.218282      7625.0         4.25830984     
TIC 230077650       244.886696     70.368572      6146.24023438  4.4239502      
TIC 103632031       151.823816     69.346018      3244.0         4.94124985     
TIC 150226097       143.061725     52.908795      4737.75976563  4.52218008     
TIC 142397512       199.01054      63.619974      6179.0         None           
TIC 284801418       260.439033     81.384581      7432.0         4.28775978     
TIC 156139532       169.037161     78.308957      4317.27001953  None           
TIC 310002065       217.722523     80.565958      6756.0         3.6517601      
TIC 368413434       157.214129     34.885675      5802.47021484  4.2832799      
TIC 126276396       133.758876     28.821178      5227.12988281  4.62154007     
TIC 202490649       229.702031     62.373439      5807.0         4.47458982     
TIC 86336959        143.034247     62.703835      6734.0         4.36863995     
TIC 229645654       280.134275     74.337957      6886.0         4.18587017     
TIC 154490761       186.026203     77.108906      5322.0         None           
TIC 354033672       169.016514     49.573208      5847.97021484  4.37118006     
TIC 367658272       195.201059     83.939314      5326.0         4.59638023     
TIC 202294321       174.900975     53.766033      4936.0         None           
TIC 445858390       203.663212     66.418681      5358.0         4.5608201      
TIC 160345149       156.035851     33.71853       4580.0         None           
TIC 165885601       131.263094     35.837156      7629.0         4.15059996     
TIC 142946146       180.156267     69.18547       6911.0         None           
TIC 198179969       244.628459     64.780765      7264.0         4.19834995     
TIC 288160535       210.505809     82.504218      5236.0         4.49905014     
TIC 142317664       193.561828     63.369331      6653.0         4.24754        
TIC 232647621       281.881621     58.954436      4767.0         None           
TIC 307930890       148.496457     27.695458      8088.0         4.35414982     
TIC 165889673       131.443454     35.159792      3835.0         4.64390993     
TIC 230061010       229.274548     71.823899      4263.77001953  None           
TIC 383622780       270.720253     56.427956      7609.0         4.23276997     
TIC 282925698       226.885105     63.557952      4993.0         4.57404995     
TIC 441792937       263.17183      74.227318      4658.0         None           
TIC 289723669       274.37497      53.128549      5951.0         4.40473986     
TIC 236876436       302.979559     64.508852      7047.0         4.09282017     
TIC 1551578465      279.04467      64.100713      5606.0         4.58416986     
TIC 148931322       188.672747     67.674717      6206.0         4.43192005     
TIC 198507982       197.505521     77.941147      4774.0         None           
TIC 233060062       269.833567     63.045663      5184.0         4.55872011     
TIC 264175756       294.792961     68.652572      5126.0         None           
TIC 353855077       271.177787     55.942289      4807.0         None           
TIC 172517970       142.62827      29.114052      6485.85986328  None           
TIC 39074755        139.561935     36.152403      4733.0         4.44310999     
TIC 159508433       246.876498     79.995196      4439.0         4.61731005     
TIC 39718445        137.699676     43.810683      5695.02001953  4.53757        
TIC 334832548       250.623013     64.71466       4679.0         None           
TIC 147562528       143.620257     69.830341      5312.0         None           
TIC 26925532        149.428796     20.170809      6205.0         4.39613008     
TIC 8113944         154.085363     39.755224      4673.0         None           
TIC 9300444         138.16278      37.365288      6231.0         4.39926004     
TIC 156458210       216.815767     74.625417      6443.0         4.37590981     
TIC 219849228       256.126932     67.532262      6368.0         4.33702993     
TIC 147969871       169.471321     66.979269      3917.0         None           
TIC 355919225       138.366137     49.460328      7294.89990234  4.21557999     
TIC 353807040       270.219035     59.13456       4650.0         4.63285017     
TIC 147685820       189.604185     60.916608      6163.0         4.39690018     
TIC 233745172       278.626692     64.988458      4450.0         4.59579992     
TIC 355206689       133.380731     46.470427      5918.18017578  4.4690299      
TIC 230129966       251.821282     68.013055      4793.0         None           
TIC 148969888       192.367112     69.163847      4130.0         None           
TIC 199666719       252.069308     57.813707      None           None           
TIC 199688621       253.113384     58.574305      5175.0         4.54331017     
TIC 8941934         153.137916     33.160679      4502.0         None           
TIC 198238736       249.137772     63.895909      3645.0         4.55331993     
TIC 9299467         138.081785     38.810409      4439.47998047  None           
TIC 399787737       278.19785      59.295098      7627.0         4.17117977     
TIC 269598225       301.026717     66.294479      7683.0         4.24572992     
TIC 88021496        147.16299      22.123818      31000.0        5.59961987     
TIC 330755009       144.176975     24.305038      5100.66015625  4.68369007     
TIC 16146081        136.392076     40.136592      4714.0         None           
TIC 230065377       230.217624     70.470338      5804.0         4.43195009     
TIC 233495065       248.825831     77.120273      6638.58007813  3.82034993     
TIC 219858309       257.461284     67.15624       5195.0         4.59989023     
TIC 309850507       155.910306     58.410299      7241.0         4.02022982     
TIC 229867821       177.21903      73.327867      4806.0         4.59654999     
TIC 103803520       158.694454     68.863508      7865.0         3.49023008     
TIC 198182825       245.07232      64.968526      7430.0         4.23557997     
TIC 11893837        177.990539     53.250758      3905.15991211  None           
TIC 236936072       304.611612     64.867945      3903.0         None           
TIC 88004283        146.842479     23.647682      4804.0         None           
TIC 154570928       192.174222     72.148276      6632.0         None           
TIC 341631842       157.015511     78.350443      4041.0         None           
TIC 459216483       193.784515     69.816936      5705.0         4.17478991     
TIC 149915458       159.898335     65.52712       8501.0         4.15388012     
TIC 126277261       133.895963     27.057839      4522.0         4.58058023     
TIC 147672206       187.154794     62.940324      4498.0         None           
TIC 232615191       259.256499     60.070897      6146.0         4.47363997     
TIC 367754736       255.346477     82.6043        5839.0         4.46582985     
TIC 233176844       217.227184     67.356682      7598.0         4.11350012     
TIC 148916165       187.901393     66.600653      4785.0         None           
TIC 350733775       287.798433     79.61924       4444.0         None           
TIC 229777155       282.947263     67.551009      5652.0         4.51184988     
TIC 233541312       281.184878     61.63191       7278.0         3.48374009     
TIC 335719860       223.05695      63.646135      6983.0         4.24834013     
TIC 288631355       277.635458     81.515645      5600.0         4.51710987     
TIC 456343543       136.252468     48.161581      3871.58007813  None           
TIC 117123201       129.024717     27.449383      3824.0         None           
TIC 117874493       131.064345     42.100671      4171.0         None           
TIC 99236945        136.207934     43.456464      6573.91015625  4.13458014     
TIC 67639393        131.783455     38.251872      4820.87011719  None           
TIC 251091428       140.26253      51.306009      5495.0         4.57406998     
TIC 330795902       144.457885     24.670278      6240.0         3.65302992     
TIC 137727600       173.663334     58.628322      5034.16992188  4.59317017     
TIC 252486696       156.903873     52.614657      5697.25        4.5543499      
TIC 355127594       137.212794     33.882219      5984.0         4.43919992     
TIC 99817233        163.796069     61.411452      7737.0         4.20286989     
TIC 166532152       134.87958      32.981075      4747.0         None           
TIC 406855037       274.863987     71.25659       3864.0         4.57622004     
TIC 371544295       153.514551     48.814363      6020.0         4.48281002     
TIC 233205718       265.682171     66.742513      4513.0         None           
TIC 56861756        138.450889     43.217828      13338.0        None           
TIC 56932659        139.631214     44.436164      3928.0         None           
TIC 356744650       178.663506     73.782402      7202.0         4.03051996     
TIC 252480437       155.736021     51.315234      5030.0         None           
TIC 424731804       255.365138     60.257245      4372.0         None           
TIC 160118276       231.793721     84.825235      4970.0         None           
TIC 101546875       129.682234     31.411349      5883.0         4.02353001     
TIC 232604837       257.863153     63.795931      6960.41015625  4.16301012     
TIC 237285384       300.442108     72.102746      6838.0         4.38115978     
TIC 441767480       261.980441     72.567158      3737.0         None           
TIC 137959567       153.477607     55.013576      6853.87988281  4.22055006     
TIC 125528410       144.484506     24.067433      6604.87011719  4.32617998     
TIC 229650995       280.927644     76.660773      4603.0         4.57470989     
TIC 332478347       265.580584     56.381289      4089.0         None           
TIC 356700209       254.481204     67.767912      5079.0         None           
TIC 353780525       276.540388     57.895395      4149.0         4.24690008     
TIC 219872017       259.743564     68.877935      6179.0         4.11291981     
TIC 284903922       264.692558     53.666018      6404.0         3.43597007     
TIC 99971936        171.642785     61.391416      4758.0         None           
TIC 288107095       207.505794     78.995687      4623.0         None           
TIC 233608839       283.152007     62.911637      6901.0         4.23594999     
TIC 229440890       293.560656     62.759777      6321.0         4.36341        
TIC 117164961       129.74334      27.163178      5121.0         4.60777998     
TIC 275806695       286.969031     65.002851      4961.0         4.27772999     
TIC 8686834         137.675272     33.50649       4451.64013672  4.48549986     
TIC 394122618       288.554643     73.738854      3373.0         4.83740997     
TIC 8189663         156.171141     37.360737      4555.56982422  4.69435978     
TIC 407589461       151.85735      35.244698      7870.0         4.28834009     
TIC 1400714115      269.365038     55.221527      5049.0         4.55228996     
TIC 8900057         143.711772     31.139984      3394.0         4.81899023     
TIC 233158962       274.906851     65.89029       4581.0         None           
TIC 450303834       143.765959     39.621493      4912.0         None           
TIC 288507797       271.332248     81.4856        7685.0         4.26227999     
TIC 165890057       131.43307      33.437593      4671.91015625  None           
TIC 159398494       237.809004     80.468757      6914.0         4.12501001     
TIC 86272702        140.656667     63.481689      4951.0         None           
TIC 154569705       191.353107     77.306179      7200.0         4.26134014     
TIC 159290668       229.038165     80.42271       5285.0         4.57539988     
TIC 422989953       263.54383      55.158836      6835.0         None           
TIC 199573279       241.468564     65.761454      5646.0         4.21288013     
TIC 272678898       234.626903     70.631234      4606.0         None           
TIC 252485046       156.450339     49.999395      4635.97998047  None           
TIC 367585962       148.929175     49.819845      8927.0         4.07507992     
TIC 332145250       130.140259     33.277246      4758.0         None           
TIC 224289097       182.936254     56.012187      5867.75976563  4.44714022     
TIC 153936660       172.522365     68.127127      7398.0         4.23090982     
TIC 147936979       166.166195     66.341682      4890.0         None           
TIC 335661214       217.299346     79.616317      7071.0         4.23221016     
TIC 356861941       275.670954     66.288777      6556.0         4.36667013     
TIC 334753537       246.5029       64.200594      3739.0         None           
TIC 219007842       221.159651     71.088782      4664.0         None           
TIC 142277151       192.164363     60.319733      6294.02978516  4.26013994     
TIC 86371425        143.603476     60.323731      5200.0         4.3947401      
TIC 441800250       264.639036     74.284408      5079.0         4.55222988     
TIC 229704512       277.650124     67.829065      3958.0         None           
TIC 198239578       249.160852     60.779259      6399.0         4.24443007     
TIC 417117467       177.940607     51.991496      4752.60009766  None           
TIC 219811129       267.03182      61.352044      5598.0         4.33393002     
TIC 4991831         149.66371      32.385956      6604.0         4.32006979     
TIC 165471200       265.062298     58.903521      3397.0         4.84039021     
TIC 406927285       287.413864     58.215336      3072.0         4.9674902      
TIC 39718367        137.632364     44.195364      7180.20996094  4.10053015     
TIC 230084949       246.384883     69.693745      6143.0         4.46156979     
TIC 357687021       275.182944     56.711105      4989.0         None           
TIC 87958268        146.311366     23.474564      4789.39013672  None           
TIC 407611996       157.704715     32.923217      6393.0         4.31055021     
TIC 453428902       146.799753     51.902486      None           None           
TIC 233531272       280.429873     65.32984       7814.0         None           
TIC 441809446       266.677671     74.426326      5729.0         3.34183002     
TIC 230084937       246.296205     69.644498      5494.0         4.41191006     
TIC 353987913       272.249422     55.366174      6981.0         4.16294003     
TIC 101546760       129.627207     31.915833      4614.0         4.63187981     
TIC 311631039       160.410074     50.906313      4499.0         None           
TIC 198187049       245.727924     61.694632      5268.0         4.56137991     
TIC 219857577       257.34725      69.683953      6455.0         4.32805014     
TIC 160491079       239.009683     72.072215      6008.0         4.45379019     
TIC 53478035        162.017641     52.782919      6218.0         4.47429991     
TIC 150169749       136.955786     52.409838      5655.39990234  4.57321978     
TIC 198538588       237.408587     62.671651      4754.0         None           
TIC 137887609       151.151345     53.891715      6401.81982422  3.66947007     
TIC 229686919       263.066849     55.17291       7272.0         4.15972996     
TIC 219003079       219.647375     68.022776      4610.0         None           
TIC 229553118       238.599839     61.885422      5262.0         4.52601004     
TIC 233199670       264.815866     70.335141      6150.0         4.14829016     
TIC 232970737       199.119321     68.407999      10328.0        4.04110003     
TIC 197249210       134.292526     23.828533      5480.54980469  4.61962986     
TIC 23970649        147.282105     45.217666      4517.0         None           
TIC 233169301       215.104493     67.662582      4998.0         None           
TIC 154009583       205.64773      68.410996      6331.0         None           
TIC 311114599       232.573766     64.013012      7076.0         4.13733006     
TIC 233526133       279.989107     63.024891      3879.0         None           
TIC 284182909       205.337022     81.766861      4971.0         4.5604701      
TIC 417701650       299.49612      68.073978      6047.0         4.44400978     
TIC 229585439       271.322798     72.286722      5099.0         None           
TIC 288129372       207.977393     82.897518      5789.0         4.5064702      
TIC 115859856       158.11933      44.181747      7581.0         4.08772993     
TIC 377306389       287.039087     57.755741      4160.0         None           
TIC 237116476       269.961842     57.694432      6225.45996094  4.40894985     
TIC 284899920       260.993837     58.565645      5742.0         3.94263005     
TIC 230126830       251.278247     68.559087      4999.0         4.54961014     
TIC 230111173       248.36406      68.981661      6078.0         4.46880007     
TIC 67399990        155.311941     35.550018      4702.31005859  None           
TIC 272678605       234.079514     71.738329      5820.0         4.30599022     
TIC 356348573       268.79726      51.497333      7423.0         4.27835989     
TIC 172844620       128.171811     30.658931      3955.0         None           
TIC 441761174       260.319588     75.869533      5748.0         None           
TIC 258956229       289.421299     67.190048      3930.0         None           
TIC 10059490        133.636755     49.506052      5382.08984375  4.61170006     
TIC 229583484       271.007266     77.486752      7025.0         3.73995996     
TIC 353877355       271.499721     57.35936       4479.0         None           
TIC 138505483       157.610778     64.25769       7985.0         3.90401006     
TIC 302666806       162.878874     57.577663      3213.0         4.87654018     
TIC 298052991       197.498922     78.027648      7596.0         4.30572987     
TIC 441793044       263.036744     73.896753      4897.0         None           
TIC 147893556       142.925543     66.855362      7597.0         3.76306009     
TIC 349853415       156.925296     32.503983      5192.85009766  4.61599016     
TIC 138687923       136.870841     24.639472      5418.37011719  None           
TIC 219754045       261.56647      65.380962      7373.0         4.18253994     
TIC 462544047       158.757352     79.93445       5406.0         4.38196993     
TIC 313243960       203.319655     77.408502      3085.0         5.09624004     
TIC 165502288       266.01754      58.873822      6197.0         4.38437986     
TIC 229640204       279.243952     72.267008      6031.0         4.45742989     
TIC 166530196       134.636318     30.383527      5991.08007813  4.43790007     
TIC 230052602       292.096524     65.291202      7106.0         3.54264998     
TIC 353968091       157.650205     36.273482      7137.0         4.03747988     
TIC 341618317       155.571586     79.436622      6121.0         4.36482        
TIC 284867561       131.952638     34.399137      5672.0         4.45249987     
TIC 263635847       164.322289     79.510827      5963.0         4.47172022     
TIC 372730692       152.376456     41.440527      4709.20019531  4.0880599      
TIC 371703548       156.708625     76.319157      4650.0         None           
TIC 232609546       258.61174      65.384011      5665.0         4.50019979     
TIC 237217532       295.490383     73.576285      4250.0         None           
TIC 280163863       298.748127     68.956524      7494.0         4.14328003     
TIC 166555364       134.942629     34.825078      5947.47021484  4.09081984     
TIC 156457345       216.312701     76.808162      4967.0         None           
TIC 257004358       224.174006     72.946462      5706.0         4.3886199      
TIC 229473197       295.300981     62.814413      7531.0         4.20161009     
TIC 142586408       167.506602     77.786796      3862.0         None           
TIC 4990288         149.456536     35.124522      3907.0         None           
TIC 39717601        137.476089     47.009389      6967.0         3.96843004     
TIC 87973670        146.512934     20.551094      6492.0         4.30140018     
TIC 362062492       132.387433     36.829334      4328.66015625  None           
TIC 445855162       199.067572     79.302716      4944.0         4.3324399      
TIC 297962375       174.601541     79.791895      5319.0         4.60058022     
TIC 198187563       246.176663     60.246034      5283.0         None           
TIC 417868110       161.741437     60.661095      5722.0         4.51016998     
TIC 371493646       152.284499     50.8213        7857.0         3.99538994     
TIC 393853356       146.840485     44.237211      5793.75976563  4.09582996     
TIC 117411688       132.408457     26.798759      7564.0         4.13784981     
TIC 233576098       282.241382     65.792453      5930.0         4.36132002     
TIC 441721286       255.115374     75.225151      6572.0         3.76762009     
TIC 125528227       144.549501     25.170985      6207.64990234  4.37770987     
TIC 450325635       159.548116     37.241703      5923.83984375  4.48957014     
TIC 274271235       161.243578     57.954681      7231.0         4.01783991     
TIC 166532301       134.886063     32.418559      5070.99023438  None           
TIC 147993878       170.520705     66.326136      4505.0         None           
TIC 16150993        136.933996     37.074249      6384.56005859  4.33755016     
TIC 288314361       262.395873     81.426939      4576.0         None           
TIC 165984963       134.024166     32.995858      4921.39013672  4.55737019     
TIC 20175971        145.9062       45.219423      4397.77001953  4.74338007     
TIC 239206150       149.277012     21.836648      6146.70996094  4.3498702      
TIC 458424030       171.430903     51.728981      6029.0         4.43142986     
TIC 258801514       286.873667     66.731565      5978.0         4.48975992     
TIC 21546574        134.140914     45.764116      7082.0         4.10581017     
TIC 233637693       156.43718      35.425427      4650.0         None           
TIC 202427680       227.080811     65.788686      3567.0         None           
TIC 318291508       164.23748      49.688396      None           None           
TIC 8117032         154.588807     37.50826       7394.0         4.01297998     
TIC 367835766       275.627589     76.989197      7162.0         None           
TIC 142584618       166.442622     74.667579      5876.0         None           
TIC 357168184       170.570656     54.644814      5476.0         None           
TIC 67398293        155.010288     33.554815      6474.0         4.16141987     
TIC 450300492       143.300415     36.37011       4209.0         None           
TIC 86373256        143.86361      63.177947      4928.0         None           
TIC 376488416       133.231038     44.903075      4466.0         None           
TIC 415030187       183.922881     72.551196      4583.0         None           
TIC 269596616       300.704457     67.873561      4439.0         None           
TIC 232616272       259.301639     63.205338      6871.0         4.19376993     
TIC 101574880       144.034743     32.464368      4499.0         None           
TIC 160583993       243.133732     75.210681      4407.56005859  None           
TIC 56935611        140.348354     45.370101      4397.0         None           
TIC 284900628       260.887876     56.40502       4434.62988281  None           
TIC 155655974       205.789057     78.386941      None           None           
TIC 99905188        168.653497     60.6769        5067.0         4.26046991     
TIC 367855005       276.493595     72.425898      5920.0         4.46462011     
TIC 362220495       286.2227       79.7553        None           4.5697298      
TIC 160603595       245.131026     76.567829      6104.0         4.48846006     
TIC 160346953       156.254943     32.445638      7139.0         3.70175004     
TIC 156457171       216.507425     75.945652      4926.0         None           
TIC 202381829       209.723541     64.963234      5359.0         4.55227995     
TIC 219845007       255.118894     67.871287      4325.0         4.45553017     
TIC 8190311         156.183062     41.250499      6559.20996094  4.2067399      
TIC 279826340       143.382398     45.184816      6332.75976563  None           
TIC 148914726       187.05597      67.239983      4944.0         4.56781006     
TIC 256750389       301.173137     63.158666      3589.0         4.73832989     
TIC 219009118       221.289794     66.203229      4205.0         None           
TIC 154010979       205.874756     70.755868      5833.0         4.37691021     
TIC 86231820        139.676821     60.886741      7441.0         4.13546991     
TIC 341874090       275.314082     75.548805      9220.0         None           
TIC 230086768       246.624584     66.143614      3428.0         4.83662987     
TIC 269662995       301.430605     70.008766      5085.0         4.58686018     
TIC 86274156        141.013581     61.773013      7160.0         4.17621994     
TIC 4753720         145.822748     31.473288      4816.43994141  None           
TIC 100012036       173.288702     63.119805      5657.0         None           
TIC 341873283       275.399739     73.349723      5949.0         None           
TIC 355125800       133.052841     25.158999      6922.0         3.95280004     
TIC 3753598         128.286381     28.381197      4386.0         None           
TIC 251091701       140.122717     52.450981      8676.0         3.8980701      
TIC 230089683       247.412999     65.994057      5783.0         4.5030899      
TIC 267543197       289.511705     74.303845      7743.0         4.04470015     
TIC 237009434       306.234612     62.479256      4011.0         None           
TIC 284898141       132.634261     33.285056      6235.83007813  4.34483004     
TIC 239200657       148.63572      19.510047      4705.66992188  None           
TIC 4844773         147.34134      35.521526      4202.0         None           
TIC 219895046       262.991125     68.135025      4656.0         None           
TIC 311578543       159.553563     49.641357      5311.0         4.35348988     
TIC 4753745         145.770606     31.620681      6880.0         4.22028017     
TIC 332504661       267.202801     59.366218      5299.0         None           
TIC 219897786       263.298086     70.906725      5707.0         4.53126001     
TIC 229613892       277.437363     77.547068      4609.62988281  None           
TIC 160144570       236.16752      84.57949       6123.41015625  4.2516799      
TIC 288269394       260.577361     78.393784      7184.0         4.22200012     
TIC 125553052       145.410352     25.912877      4375.33984375  None           
TIC 142792237       162.750734     66.709156      4220.0         4.63454008     
TIC 219436349       205.93068      76.973404      5208.0         4.50854015     
TIC 137711713       141.149446     56.536503      4410.20996094  None           
TIC 117357463       131.768202     24.926919      4083.0         None           
TIC 160229090       182.3689       75.680682      4381.0         None           
TIC 159117475       192.315807     82.429923      7289.0         None           
TIC 159415650       239.34639      77.942841      5067.0         4.61282015     
TIC 311114288       232.355184     62.483052      5181.0         4.54094982     
TIC 356111753       262.642921     58.461983      4701.0         None           
TIC 137643514       138.281353     57.515887      5911.79003906  4.48855019     
TIC 362259204       286.475672     75.429654      3146.0         5.01936007     
TIC 258351169       296.564966     70.237128      3914.0         4.61916018     
TIC 150264845       159.796569     46.406314      5507.0         4.56527996     
TIC 424391070       281.444866     74.085548      5053.0         None           
TIC 142941624       179.897504     71.578175      6432.22998047  4.41963005     
TIC 233529444       280.235035     62.749463      5045.0         None           
TIC 459979506       255.728559     63.18964       5653.0         4.04736996     
TIC 441808279       266.08703      72.62526       3830.0         None           
TIC 416401558       287.839211     58.322199      6920.0         4.01569986     
TIC 150387080       193.409052     59.526037      6966.0         3.87491989     
TIC 166178940       217.593603     62.858478      6319.0         4.34273005     
TIC 154550298       188.427934     75.212519      4409.0         None           
TIC 237252705       298.62983      73.802325      4789.0         None           
TIC 4821791         145.918505     30.578991      5597.58984375  None           
TIC 383622786       270.728849     56.436803      8922.0         4.22221994     
TIC 280031762       297.545232     69.614548      5882.0         None           
TIC 459217467       194.241733     67.242863      4281.0         None           
TIC 441720037       254.913947     75.984555      4141.0         None           
TIC 126324222       135.453475     27.902597      7596.0         4.14624977     
TIC 85243463        152.357959     27.982711      4813.0         None           
TIC 8153514         155.431172     36.531504      4606.89013672  None           
TIC 372714991       152.236868     38.497337      4005.0         None           
TIC 137733381       174.298039     59.296603      4599.0         None           
TIC 166178421       217.57928      65.842752      4831.0         None           
TIC 311629718       160.260475     48.98813       4890.47998047  None           
TIC 331943125       148.561668     56.446941      4387.12988281  None           
TIC 229619206       279.005046     75.506661      7945.0         4.00495005     
TIC 288318600       263.303857     83.448892      3239.0         4.97270012     
TIC 287196041       292.721298     59.893233      6496.0         None           
TIC 287165117       149.03613      62.788463      3831.0         4.6550498      
TIC 232524725       194.199128     77.206353      7031.0         4.0907402      
TIC 39776059        154.604145     47.571911      4757.0         None           
TIC 142827466       174.011655     69.322952      4862.0         None           
TIC 252481851       156.008399     51.916964      6293.0         4.3189702      
TIC 202444158       228.207381     62.170681      6956.0         4.15299988     
TIC 8770997         140.580131     31.131657      5119.31982422  4.59326982     
TIC 288185334       222.918841     83.937482      4433.0         None           
TIC 252469590       150.466249     50.480777      6696.43994141  4.07827997     
TIC 99784166        141.281691     42.727913      6185.75        4.02616978     
TIC 16850913        158.687592     41.046819      5512.10009766  None           
TIC 173002143       150.52327      33.036655      4663.0         None           
TIC 233539061       281.088262     61.93871       6225.0         None           
TIC 371545301       153.649006     53.770974      5518.0         None           
TIC 173002290       150.531084     33.850063      None           None           
TIC 103582173       150.735158     68.785871      6406.0         4.3011899      
TIC 86375079        144.216894     64.998429      4659.0         None           
TIC 137809189       177.558773     54.252587      4806.0         None           
TIC 103803177       158.745385     67.044054      5554.0         4.51913023     
TIC 310964871       161.012108     66.769357      4970.0         None           
TIC 318362625       166.899823     49.177003      3083.0         None           
TIC 99841527        165.640932     63.123795      5635.0         4.22259998     
TIC 4896794         147.953858     34.123325      None           None           
TIC 407583231       145.396318     31.277816      3912.37988281  None           
TIC 67399181        155.170164     31.428363      6615.0         3.86701012     
TIC 285005902       162.795875     56.582256      4675.0         None           
TIC 159336139       234.194663     81.446925      7102.0         4.22676992     
TIC 101546565       129.579088     32.802018      4752.0         None           
TIC 166555862       135.074336     34.862583      5382.0         4.59842014     
TIC 310934862       172.334655     57.152873      4977.5         4.55342007     
TIC 88049977        147.794482     20.888227      4874.0         None           
TIC 117274681       130.677688     26.055694      None           None           
TIC 219810122       266.979174     64.098378      7583.0         4.03165007     
TIC 229910322       287.174955     61.201022      5388.0         4.5601902      
TIC 17191228        145.222906     40.12627       6193.00976563  4.39476013     
TIC 229582807       270.418034     75.875756      4376.0         None           
TIC 233124538       273.624291     61.392886      None           None           
TIC 356867115       275.863134     71.581378      4781.0         4.59589005     
TIC 159455497       244.086855     78.208103      4638.0         None           
TIC 441803667       265.63717      74.927318      7212.0         None           
TIC 56912323        139.142771     46.180707      6358.18994141  4.33952999     
TIC 233537824       280.883169     64.371219      4691.0         None           
TIC 441809052       266.592505     73.287893      5659.0         3.77353001     
TIC 367614642       215.075569     77.792838      4922.0         None           
TIC 233176858       217.277096     67.289388      4643.0         None           
TIC 229783648       283.617044     66.275325      7334.0         4.28986979     
TIC 8198488         156.594814     37.753588      4673.79980469  None           
TIC 149345278       138.616044     25.011495      4555.0         None           
TIC 263602686       158.937659     72.899223      3832.0         None           
TIC 229405342       292.559652     64.300695      4674.0         None           
TIC 199666114       251.918274     59.924054      6925.0         4.16227007     
TIC 280033121       297.811563     71.764358      7666.0         4.10028982     
TIC 137732981       174.281444     57.2314        4544.77001953  None           
TIC 160066592       215.547145     84.079916      4138.0         None           
TIC 233211421       266.800623     69.747802      6479.0         3.60974002     
TIC 142784946       154.504537     73.073522      7032.52001953  4.05165005     
TIC 233189161       225.640493     68.54052       4867.0         None           
TIC 256452389       298.68311      60.823616      3932.0         None           
TIC 16117903        136.181529     41.383758      4735.0         None           
TIC 367600737       164.893971     57.284463      5321.0         4.48182011     
TIC 252478389       155.332414     50.375787      6234.0         3.94722009     
TIC 289522461       200.581619     60.578641      5421.0         4.53212023     
TIC 99090736        130.748659     37.299405      5892.0         4.50065994     
